code,title,definition,longdefinition,inclusions,exclusions
1B73.0,Streptococcal ecthyma,,,,
1B73.1,Staphylococcal ecthyma,Ecthyma due to a monoinfection with Staphylococcus aureus. It is less common than streptococcal ecthyma.,,,
1B73.2,Ecthyma gangrenosum,"Ecthyma gangrenosum is a potentially life-threatening infection of skin in patients who are immunocompromised through disease or immunosuppressive therapy. It is most commonly caused by Pseudomonas aeruginosa though a variety of other organisms may be implicated. It is characterised by usually painless erythematous macules or plaques which progress to haemorrhagic blistering and necrosis of the skin. Lesions may be multiple and widely disseminated, though the anogenital area is a common site. Pseudomonas can frequently be cultured from the blood.",,,
1B73.Y,Other specified ecthyma,,,,
1B73.Z,"Ecthyma, unspecified",,,,
1B74.0,Staphylococcus aureus superficial folliculitis,"Infection of the follicular ostium with Staphylococcus aureus. There is a predilection for hairy areas including the scalp, beard and thighs.",,,
1B74.Y,Superficial bacterial folliculitis due to other specified organism,,,,
1B74.Z,Superficial bacterial folliculitis due to unspecified organism,,,,
1B75.0,Furuncle,A localised infection of a hair follicle by Staphylococcus aureus. It manifests as a painful swollen purulent mass centred on a hair follicle.,,,
1B75.1,Carbuncle,A deep follicular pyogenic staphylococcal skin infection involving a group of adjacent hair follicles. It manifests as a painful boggy mass containing multiple purulent discharging sinuses.,,,
1B75.2,Furunculosis,"The presence of multiple furuncles, this condition is associated with disorders such as malnutrition and diabetes mellitus. Treatment-resistant furunculosis may be associated with Panton-Valentine leucocidin-producing Staphylococcus aureus.",,,
1B75.3,Pyogenic abscess of the skin,"A pus-producing abscess of the skin most commonly due to bacterial infection by Staphylococcus aureus. It is prone to develop where the normal anatomy is disturbed as in pilonidal disease, an epidermoid cyst or around foreign bodies such as surgical sutures.",,,
1B75.4,Chronic deep bacterial folliculitis,"A chronic pyogenic infection by Staphylococcus aureus involving the whole depth of the hair follicle. Sycosis occurs mostly in males after puberty, and commonly involves the follicles of the beard. Most cases begin in the third or fourth decade. Unknown host factors appear to be important in the chronicity of the infection. Extensive follicular destruction and scarring may ensue (lupoid sycosis).",,,
1B75.Z,"Deep bacterial folliculitis or pyogenic abscess of the skin, unspecified",,,,
1B7Y,Other specified pyogenic bacterial infection of skin or subcutaneous tissue,,,,
1B7Z,"Pyogenic bacterial infection of skin or subcutaneous tissue, unspecified",,,,
1B90.0,Spirillosis,"A disease caused by an infection with the gram-negative bacteria Spirillum minus. This disease is initially characterised by local inflammation, followed by fever, lymphadenitis, and headache. Transmission is commonly by direct contact through the bite or scratch of an infected rat. Confirmation is by identification of Spirillum in blood or tissue samples.",,Sodoku,
1B90.1,Streptobacillosis,"A disease caused by an infection with the gram-negative bacteria Streptobacillus moniliformis. This disease is characterised by systemic illness with fever, chills, rash, and polyarthralgias. Transmission is commonly by direct contact through the bite or scratch of an infected rat. Confirmation is by identification of Streptobacillus in blood or joint samples.",,Epidemic arthritic erythema; Haverhill fever; Streptobacillary rat-bite fever,
1B91,Leptospirosis,"A disease caused by an infection with the gram-negative bacteria Leptospira. In the first phase, this disease is characterised by generalised illness (fever, chills, or myalgias) or individuals may be asymptomatic~ in the second phase, the heart, liver, kidneys, or brain may be affected by the infection (symptoms are dependent on the site affected). Transmission is by ingestion of contaminated food or water, droplet transmission, or direct cutaneous contact. Confirmation is by identification of Leptospira in samples from the affected individual.",,,
1B92,Glanders,"A disease caused by an infection with the gram-negative bacteria Burkholderia mallei. This disease presents with symptoms depending on the route of infection. Transmission is by contact with tissues or body fluids from infected animals (typically horses), or inhalation of infected aerosol. Confirmation is by identification of Burkholderia mallei in blood, sputum, urine, or skin samples.",,Infection due to Pseudomonas mallei,
1B93.0,Bubonic plague,"A disease caused by an infection with the gram-negative bacteria Yersinia pestis. This disease commonly presents with an infection of the lymph nodes leading to swelling and pain. This disease may also present with gangrene of the extremities, chills, malaise, high fever, muscle cramps, or seizures. Transmission is through the bite of an infected flea, by direct contact, or by droplet transmission.",,,
1B93.1,Cellulocutaneous plague,Cellulocutaneous plague is a zoonotic disease caused by Yersinia pestis (formerly known as Pasteurella pestis) involving the skin around the flea bite which transmitted the pathogen.,,,
1B93.2,Pneumonic plague,Pneumonic plague is a zoonotic disease caused by Yersinia pestis (formerly known as Pasteurella pestis) involving the lung. The lungs are seeded by hematogenous spread or from inhalation of the pathogen.,,,
1B93.3,Plague meningitis,Plague meningitis is a zoonotic disease caused by Yersinia pestis (formerly known as Pasteurella pestis) that involves the central nervous system.,,,
1B93.Y,Other specified plague,,,,
1B93.Z,"Plague, unspecified",,,,
1B94.0,Ulceroglandular tularaemia,,,,
1B94.Y,Other specified tularaemia,,,,
1B94.Z,"Tularaemia, unspecified",,,,
1B95,Brucellosis,"A disease caused by an infection with the gram-negative bacteria Brucella. This disease is characterised by fever, muscular pain, or sweating. Transmission is by ingestion of unpasteurized milk and soft cheeses made from infected animals. Confirmation is by identification of Brucella or antibodies to Brucella.",,Malta fever; Mediterranean fever; undulant fever,
1B96,Erysipeloid,"A disease caused by an infection with the gram-positive bacteria Erysipelothrix rhusiopathiae. This disease is characterised by localised cellulitis. Transmission is by direct cutaneous contact with Erysipelothrix rhusiopathiae, often in individuals handling seafood and raw meat.",,,
1B97,Anthrax,"A disease caused by an infection with the gram-positive bacteria Bacillus anthracis. This disease presents with clinical signs depending on the route of infection. Transmission is by inhalation, ingestion, or cutaneous contact with Bacillus anthracis spores. Confirmation is by identification of Bacillus anthracis in a sample, or detection of antibodies or toxins.",,,
1B98,Cat-scratch disease,"A disease commonly caused by an infection with the gram-negative bacteria Bartonella henselae. This disease is characterised by regional lymphadenopathy, or fever. Transmission is commonly from the scratch or bite of a cat infested with fleas infected with Bartonella henselae.",,Cat-scratch fever; Rochalimaea henselae infection,
1B99,Pasteurellosis,"A disease caused by an infection with the gram-negative bacteria Pasteurella. This disease is characterised by local cellulitis and may lead to other clinical signs depending on the route of infection. Transmission is commonly by direct contact through the bite, scratch, or lick from an infected animal, inhalation of infected respiratory secretions, or ingestion of contaminated meat. Confirmation is by identification of Pasteurella from the affected individual.",,,
1B9A,Extraintestinal yersiniosis,"A disease caused by an infection with the gram-negative bacteria Yersinia enterocolitica, excluding infections in the intestinal tract. This disease presents with symptoms depending on the site of infection, and may lead to a systemic infection. Transmission is by the faecal-oral route from the ingestion of contaminated food or water, or direct contact with infected animals or humans. Confirmation is by identification of Yersinia enterocolitica from affected tissues.",,,Enteritis due to Yersinia enterocolitica; Plague
1B9Z,Unspecified zoonotic bacterial disease,,,,
1C10.0,Pulmonary actinomycosis,"This is a pulmonary infectious bacterial disease caused by Actinomyces species such as Actinomyces israelii or A. gerencseriae. It can also be caused by Propionibacterium propionicus, and the condition is likely to be polymicrobial aerobic-anaerobic infection.",,,
1C10.1,Abdominal actinomycosis,"This is a cervicofacial infectious bacterial disease caused by Actinomyces species such as Actinomyces israelii or A. gerencseriae. It can also be caused by Propionibacterium propionicus, and the condition is likely to be polymicrobial aerobic anaerobic infection.",,,
1C10.2,Cervicofacial actinomycosis,"Cervicofacial actinomycosis is the commonest clinical form of actinomycosis, a sporadically occurring endogenous polymicrobial inflammatory process in which fermentative actinomycetes of the genera Actinomyces (especially A. israelii and A. gerencseriae), Propionibacterium and Bifidobacterium act as the principal pathogens. The typical presentation is a slowly progressive development from painless tissue infiltration and induration of soft tissues of the face and neck to multiple abscesses and draining sinus tracts discharging pus. Actinomycosis is a major factor and indicator of poor prognosis in infected osteoradionecrosis of the jaws following radiation therapy for head and neck cancer.",,,
1C10.3,Primary cutaneous actinomycosis,,,,
1C10.Y,Other specified forms of actinomycosis,,,,
1C10.Z,"Actinomycosis, unspecified",,,,
1C11.00,Oroya fever,"A disease commonly caused by an infection with the gram-negative bacteria Bartonella bacilliformis. This disease is characterised by severe haemolytic anaemia and transient immunosuppression. This disease may present with fever, malaise, or jaundice. Transmission is through the bite of infected sandflies from the genus Lutzomyia. Confirmation is by identification of Bartonella bacilliformis in a blood sample.",,,
